0	繁體中文
1	警察
2	醫生
3	你哪裡也不能去
4	不營業
5	股市週末休市。
6	銀行週末不營業。
7	我們準備為你提供貸款#{global.summa}，利率為 <bankpro>%#將每月從你賬戶中扣除所需金額。
8	銀行
9	幸福
10	舒適
11	壓力
12	個人開支
13	治療費用
14	昨日花費～
15	你被拘留了
16	國家提供
17	遊戲結束
18	你的房產：
19	租房（每天 1 萬日元）
20	你的車輛：
21	財產：
22	收入：
23	支出：
24	利潤：
25	所得稅
26	債務：
27	主頁
28	走勢圖
29	交易所
30	股市
31	設施
32	顧問
33	房產
34	車輛
35	賣房後
36	賣車後
37	出售
38	購買
39	你想以此價格出售你的車嗎？
40	你想購買這輛車嗎？
41	你的餘額不足。
42	你想以此價格出售你的房產嗎？
43	你想購買這個嗎？
44	沒有車輛
45	二手輕型車
46	輕型車
47	二手小型車
48	小型車
49	中型車
50	商務車
51	高階車
52	沒有房產
53	單間公寓 1R——小型單間公寓
54	單間公寓 1K——帶公共廚房
55	單間公寓 1D——帶獨立廚房
56	公寓 1DK——帶大廚房
57	公寓 1LDK——一室一廳
58	公寓 2LDK——兩室一廳
59	公寓 3LDK——三室一廳
60	住宅 3LDK——獨棟三室一廳
61	住宅 4LDK——兩層四室一廳
62	豪宅 5LDK——鄉間大豪宅
63	恭喜你，你的健康狀況良好！
64	破產
65	銀行拍賣了你的車輛 <car_name>，你獲得了 {prpr}。
66	銀行拍賣了你的房產 <name_house>，你獲得了 {prpr}。
67	你不得不賣掉 <pepe2> 等所有公司的股票以換取 {iz} 來償還債務。
68	你無法還清債務。遊戲結束。
69	你自由了。歡迎重獲自由！
70	你在外面過了一夜，染上了肺炎。立即去醫院！
71	朋友
72	嗨，謝謝你借錢給我！我會多還 <momomo>% 給你！
73	電話響了，你要接嗎？
74	極道
75	你不能就這樣金蟬脫殼。很遺憾，我們不再需要你了。再見。
76	新聞
77	著名企業家 <global.myname> 被發現死於家中。據信，他參與了毒品生意，併為此付出了代價.
78	實不相瞞，我是來殺你的。但我今天心情不錯，所以給你一個機會，讓你能花錢消災。#只要——{global.vykup}。#你同意嗎？
79	法庭
80	今天對你的案件進行了審判。你被判無罪。作為受害者，你只需支付小額罰款——{shtraff}。
81	今天對你的案件進行了審判。你被判有罪，並處罰款——{shtraff}。
82	今天對你的案件進行了審判。你被判為主犯。你的所有財產將被沒收，並將在兩年內開始服刑。
83	新年快樂！
84	聖誕快樂！
85	神秘公司 <compppp> 損失慘重。接下來會發生什麼？
86	神秘公司 <compppp> 已宣佈破產。我們對所有股東深表同情。
87	醜聞
88	<scandal> 的奇怪傳言導致股價急劇變化。
89	月度報告
90	納稅：
91	還債：
92	喜報！
93	總計：
94	股息報告
95	你有嚴重的健康問題！我們會把你送進醫院，直到你完全康復。
96	你最近壓力太大。如果你繼續生活在壓力之下，將不可避免地導致健康問題。
97	我們發現你的賬戶有可疑交易。經審查，已確認所收資金的非法來源。##懲罰——
98	政府決定改變所得稅稅率。現在為 <nalogtext>%。
99	你因在錯誤的地方停車而被罰款——{shtraf}。
100	壞訊息
101	你的錢包被偷了。還好沒那麼多錢——{shtraf}。
102	電話
103	我們願意以折扣價向你提供我們的股份。我們希望不要大張旗鼓，以免引起投資者的恐慌。#我們以 {cena2} 的價格向你提供 <colich> 股票（證券交易所價格：{cena1}）。#你準備好簽署所有必要檔案了嗎？
104	媽媽
105	如果問題能解決，就不必擔心；如果不能解決，擔心也沒用。
106	一位鄰居打電話來，讓你晚上不要大聲敲擊鍵盤。
107	匿名電話
108	匿名調查
109	為什麼鞋分左右，襪子卻不分？
110	音樂會
111	你在最喜歡的流行歌手的演唱會上度過了一段美好時光。
112	哇！
113	你中獎了！
114	信件
115	你的遠房親戚去世了。根據他的遺囑，你將獲得 {shtraf}。
116	我們遺憾地通知你，你的叔叔去世了。他為你留下了 {shtraf}。
117	我們遺憾地通知你，你的曾祖父去世了。根據他的遺囑，你將獲得 {shtraf}。
118	我們遺憾地通知你，你的曾祖母去世了。根據她的遺囑，你將獲得 {shtraf}。
